_tid_,attribute
4,city
6,manager
9,city
11,season
13,position
13,city
14,season
15,season
16,city
17,season
22,manager
22,stadium
23,manager
25,birthyear
25,season
26,manager
28,season
31,stadium
31,manager
33,manager
34,manager
38,team
39,manager
40,manager
40,city
41,season
43,team
44,team
45,season
52,stadium
53,manager
55,stadium
56,manager
57,season
58,manager
60,manager
61,team
62,team
63,team
64,birthyear
68,season
71,team
72,birthplace
73,city
76,city
76,manager
77,season
78,manager
78,city
79,manager
81,season
82,birthyear
82,city
83,team
84,stadium
84,manager
86,manager
87,manager
88,manager
90,manager
90,city
91,city
92,team
93,season
95,manager
96,city
96,manager
98,position
99,team
100,manager
102,team
104,team
106,season
107,position
112,birthyear
112,team
113,team
116,birthplace
118,team
119,manager
120,team
121,birthyear
121,team
122,manager
122,stadium
122,birthyear
123,stadium
123,manager
124,city
125,city
125,manager
126,city
126,manager
127,season
129,team
132,season
137,team
139,manager
140,season
144,stadium
144,manager
145,season
147,stadium
147,manager
148,stadium
148,manager
150,birthyear
150,season
151,manager
152,team
153,season
155,season
157,manager
160,season
163,stadium
163,manager
165,season
168,manager
169,team
170,season
171,team
172,city
172,manager
174,city
174,manager
175,birthyear
175,city
175,manager
176,team
180,season
182,season
187,manager
188,manager
189,birthplace
190,position
190,team
191,season
192,team
194,season
195,team
196,city
197,season
198,stadium
198,manager
199,manager
199,city
200,stadium
200,manager
201,stadium
201,manager
202,city
202,manager
203,team
204,stadium
204,manager
206,season
207,team
208,stadium
208,manager
210,birthyear
210,team
212,position
214,team
215,team
216,city
216,manager
217,city
217,manager
220,manager
220,stadium
221,birthplace
222,position
222,team
223,season
224,city
224,manager
225,season
227,position
227,city
229,team
231,city
232,position
232,team
233,manager
235,stadium
235,manager
236,birthplace
236,season
237,team
240,season
241,city
244,season
245,city
245,manager
246,team
246,birthyear
247,manager
248,city
248,manager
250,manager
251,city
251,manager
252,birthplace
253,birthplace
253,manager
254,manager
254,stadium
254,position
255,season
256,birthyear
256,stadium
256,manager
257,stadium
257,manager
258,city
258,manager
259,city
259,manager
260,manager
262,birthplace
263,position
263,stadium
263,manager
264,birthyear
265,stadium
265,manager
266,birthplace
268,birthyear
268,season
269,birthplace
269,season
270,season
271,city
273,position
273,stadium
273,manager
276,team
277,team
278,manager
280,season
282,season
283,team
284,position
284,team
286,season
288,stadium
288,manager
289,stadium
289,manager
290,birthyear
290,city
290,manager
291,team
293,season
294,birthplace
295,manager
295,stadium
296,season
298,season
300,team
301,position
303,stadium
303,manager
304,position
304,stadium
304,manager
305,team
306,city
306,manager
307,position
308,city
309,manager
310,manager
313,birthplace
314,stadium
314,manager
317,birthplace
318,birthplace
321,birthyear
321,city
321,manager
322,team
323,birthplace
323,manager
324,team
325,season
326,stadium
326,manager
328,season
329,birthplace
330,stadium
330,manager
333,manager
333,city
333,position
334,manager
335,stadium
335,manager
336,city
338,season
339,team
340,team
342,team
343,stadium
343,manager
344,city
345,season
345,birthyear
346,birthyear
347,team
348,city
350,manager
351,city
351,manager
352,team
354,season
355,position
356,birthplace
360,team
364,stadium
364,manager
365,city
365,manager
366,birthyear
367,manager
368,city
369,position
369,stadium
369,manager
371,team
371,birthyear
372,position
373,season
374,city
374,manager
375,season
376,manager
378,team
379,position
379,city
380,stadium
380,manager
382,team
384,birthplace
386,birthyear
386,team
387,position
387,manager
388,manager
389,team
390,season
392,team
394,birthyear
394,team
395,team
395,birthyear
397,season
398,season
399,team
400,city
400,manager
401,season
402,birthyear
402,city
405,birthplace
406,manager
407,team
408,birthyear
408,season
409,city
410,birthplace
410,city
411,season
412,season
413,season
414,position
414,team
415,team
415,position
416,season
417,city
418,city
418,manager
419,birthyear
419,season
420,city
420,manager
421,manager
421,birthplace
422,birthplace
423,position
424,team
425,team
425,position
426,city
431,position
431,manager
432,stadium
432,manager
434,position
435,team
436,season
437,position
438,manager
438,birthplace
441,team
442,team
443,city
443,manager
444,manager
445,manager
447,season
448,manager
452,manager
453,birthyear
454,city
454,manager
456,season
457,manager
459,stadium
459,manager
460,team
462,team
463,stadium
463,manager
464,birthplace
464,season
465,season
466,manager
467,manager
467,stadium
468,season
469,season
470,city
471,position
471,stadium
471,manager
472,manager
473,city
473,manager
474,city
475,manager
475,stadium
476,birthyear
476,season
477,season
479,season
480,position
481,city
482,stadium
482,manager
483,position
484,manager
486,season
488,position
490,position
490,city
491,team
492,birthyear
492,stadium
492,manager
493,city
493,manager
494,season
495,city
495,manager
496,birthyear
497,team
498,city
498,manager
501,stadium
501,manager
502,birthyear
502,season
504,birthyear
505,birthplace
506,stadium
506,manager
509,season
510,season
513,birthyear
514,stadium
514,manager
515,birthplace
516,city
517,position
517,team
518,birthyear
519,city
519,manager
520,season
523,stadium
523,manager
525,birthplace
525,city
526,stadium
526,manager
528,team
529,stadium
529,manager
531,birthyear
533,team
534,stadium
534,manager
535,birthplace
535,manager
536,birthplace
536,city
538,team
539,season
541,position
541,stadium
541,manager
542,manager
542,stadium
543,city
543,manager
544,season
545,city
545,manager
546,manager
548,season
549,birthplace
550,birthyear
551,city
552,season
553,season
554,stadium
554,manager
555,manager
556,season
557,manager
558,stadium
558,manager
559,stadium
559,manager
559,position
560,stadium
560,manager
560,birthyear
561,position
561,stadium
561,manager
563,city
563,manager
565,birthyear
565,team
566,birthyear
566,season
567,position
567,team
568,manager
568,city
570,team
571,manager
572,city
572,manager
574,birthplace
575,stadium
575,manager
576,birthyear
576,season
577,manager
577,stadium
577,position
578,stadium
578,manager
579,season
580,city
582,city
582,manager
583,city
583,manager
584,position
584,city
585,manager
585,stadium
586,season
587,birthyear
587,stadium
587,manager
588,city
589,team
590,team
593,birthyear
593,city
593,manager
594,birthplace
594,season
595,season
597,season
598,birthplace
598,stadium
598,manager
599,team
600,team
602,city
603,birthyear
603,season
604,stadium
604,manager
605,birthplace
606,city
607,birthplace
607,manager
608,position
608,stadium
608,manager
609,season
610,birthyear
610,team
613,city
613,manager
614,manager
614,birthplace
615,city
615,manager
616,city
616,manager
617,season
618,stadium
618,manager
619,season
622,stadium
622,manager
623,manager
624,season
625,season
626,position
627,season
629,birthplace
629,season
631,city
633,birthyear
633,city
634,stadium
634,manager
635,manager
635,stadium
636,team
637,team
638,team
641,birthplace
641,city
645,birthyear
646,season
647,birthyear
647,manager
651,manager
651,city
651,birthyear
653,birthyear
653,season
654,season
655,city
656,stadium
656,manager
659,birthplace
