_tid_,attribute
79,season
139,birthyear
180,birthyear
221,birthplace
233,stadium
236,birthyear
250,stadium
253,birthyear
253,stadium
262,birthplace
270,season
290,city
308,birthyear
309,stadium
321,city
323,birthplace
351,city
365,city
369,birthyear
410,birthyear
411,birthyear
421,birthyear
438,birthplace
444,stadium
445,stadium
463,stadium
473,city
491,season
498,city
514,stadium
519,city
525,birthyear
535,birthplace
542,stadium
582,city
583,city
593,city
594,birthyear
595,season
598,birthyear
603,season
605,birthplace
607,birthplace
614,birthplace
618,team
622,stadium
626,position
629,birthyear
634,team
651,city
666,season
668,team
688,season
690,position
704,city
707,season
712,position
714,stadium
721,stadium
732,season
747,birthyear
755,stadium
760,birthyear
766,season
786,birthyear
793,birthyear
805,birthyear
830,season
836,stadium
840,position
844,city
857,stadium
869,stadium
871,city
873,season
887,stadium
889,position
897,stadium
933,birthplace
965,birthyear
980,birthyear
998,stadium
1059,birthplace
1064,stadium
1068,season
1072,stadium
1095,birthplace
1100,position
1134,season
1142,season
1150,position
1151,birthyear
1169,birthplace
1171,season
1176,position
1184,stadium
1184,birthyear
1220,position
1229,position
1233,birthplace
1239,season
1263,birthplace
1265,birthplace
1276,season
1282,season
1285,stadium
1293,birthyear
1305,stadium
1306,birthyear
1319,season
1326,stadium
1331,season
1343,birthyear
1362,birthyear
1386,season
1391,birthyear
1400,stadium
1424,birthyear
1426,season
1470,birthyear
1475,stadium
1489,birthyear
1501,birthplace
1503,season
1541,position
1542,season
1545,season
1551,position
1584,birthyear
1590,birthyear
1595,season
1623,birthyear
1627,birthyear
1631,position
1640,birthyear
1645,birthyear
1699,season
1704,season
1733,season
1739,birthplace
1741,season
1742,stadium
1744,birthplace
1746,birthyear
1775,birthplace
1792,season
1799,stadium
1817,stadium
1823,stadium
1829,stadium
1831,stadium
1836,season
1845,season
1857,stadium
1872,birthplace
1895,season
1909,position
1911,birthplace
1948,stadium
1965,birthyear
1973,birthyear
1974,birthyear
1980,stadium
1996,stadium
2009,season
2020,birthyear
2057,position
2065,stadium
2069,season
2072,season
2087,season
2152,season
2233,position
2254,season
2298,position
2302,position
2351,birthyear
2373,season
2392,birthyear
2416,city
2450,city
2453,birthyear
2468,birthyear
2474,position
2507,birthplace
2518,birthyear
2519,city
2522,birthplace
2532,season
2561,birthyear
2569,season
2585,position
2603,position
2621,birthyear
2629,position
2663,city
2669,position
2706,season
2726,season
2735,birthyear
2755,season
2764,birthyear
2821,city
2823,season
2827,birthplace
2844,birthplace
2863,season
2897,birthplace
2908,position
2912,manager
2913,manager
2917,city
2922,city
2923,manager
2927,season
2939,season
2947,manager
2952,manager
2963,manager
2969,manager
2974,manager
2975,birthplace
2989,manager
3005,season
3008,birthplace
3012,position
3023,season
3026,manager
3029,position
3050,birthplace
3055,manager
3057,season
3058,city
3064,position
3069,position
3084,manager
3104,manager
3132,manager
3135,birthplace
3136,position
3140,position
3141,manager
3143,birthplace
3143,manager
3154,birthyear
3175,birthyear
3178,manager
3199,season
3201,city
3214,season
3219,birthplace
3238,season
3252,position
3265,manager
3267,position
3275,season
3276,position
3287,manager
3292,manager
3295,birthplace
3301,manager
3311,position
3333,manager
3334,position
3340,city
3363,season
3370,birthplace
3387,birthyear
3400,season
3408,manager
3412,position
3413,season
3419,manager
3420,position
3436,manager
3437,season
3440,city
3461,birthyear
3481,manager
3484,season
3489,manager
3494,season
3496,manager
3503,manager
3516,season
3543,season
3544,season
3545,season
3546,season
3559,manager
3583,season
3586,birthplace
3586,manager
3597,season
3606,manager
3607,season
3614,manager
3624,season
3626,birthyear
3628,birthyear
3640,manager
3655,manager
3656,season
3658,position
3661,season
3665,city
3671,manager
3686,season
3700,season
3709,season
3731,season
3747,manager
3758,season
3760,birthyear
3769,season
3795,season
3818,season
3831,season
3848,position
3858,season
3879,manager
3880,manager
3884,season
3885,season
3890,birthyear
3893,manager
3902,manager
3911,city
3917,birthyear
3918,season
3921,manager
3926,season
3945,season
3957,birthyear
3974,season
3993,season
4008,city
4046,manager
4050,manager
4056,city
4057,season
4058,manager
4064,city
4065,manager
4067,birthyear
4110,manager
4116,season
4127,birthyear
4132,manager
4138,manager
4139,season
4154,season
4166,position
4169,manager
4175,city
4182,season
4192,season
4204,manager
4205,manager
4214,season
4239,city
4254,season
4267,birthyear
4269,season
4272,manager
4279,manager
4281,season
4290,position
4292,manager
4294,season
4301,city
4312,city
4327,manager
4331,season
4338,season
4339,season
4344,season
4370,birthplace
4371,season
4388,city
4418,birthyear
4423,season
4430,season
4442,birthplace
4473,season
4480,season
4496,city
4501,birthyear
4502,manager
4510,birthyear
4514,season
4517,manager
4538,season
4545,season
4550,manager
4551,season
4553,manager
4555,season
4571,manager
4579,birthyear
4581,manager
4585,manager
4593,season
4602,city
4618,birthyear
4620,manager
4627,city
4635,manager
4643,city
4661,team
4664,manager
4665,manager
4668,birthplace
4685,season
4702,season
4718,team
4719,season
4720,season
4725,manager
4731,team
4734,manager
4736,manager
4749,position
4763,season
4782,city
4786,manager
4788,manager
4790,season
4791,season
4792,birthplace
4795,manager
4806,manager
4809,manager
4818,team
4824,season
4830,city
4831,manager
4841,manager
4849,season
4857,manager
4863,manager
4864,season
4872,position
4876,season
4883,position
4886,team
4899,team
4903,season
4905,manager
4906,city
4914,team
4915,birthyear
4917,season
4918,position
4930,season
4934,city
4946,manager
4956,season
4960,team
4962,position
4963,season
4968,season
4977,manager
4982,season
4984,team
4986,position
4992,city
4994,team
4997,team
5004,birthplace
5007,season
5013,city
5040,position
5045,team
