_tid_,attribute
2069,position
2072,position
2254,position
2908,birthyear
2917,city
2922,city
2927,position
3005,position
3012,birthyear
3029,birthyear
3058,city
3069,birthyear
3136,birthplace
3140,birthyear
3201,city
3252,birthyear
3334,birthyear
3340,city
3420,birthplace
3440,city
3640,stadium
3655,stadium
3658,birthplace
3665,city
3848,birthplace
3880,stadium
3893,stadium
3911,city
3921,stadium
4008,city
4046,stadium
4050,stadium
4056,city
4058,stadium
4064,city
4065,stadium
4110,stadium
4132,stadium
4175,city
4239,city
4290,birthplace
4292,stadium
4301,city
4312,city
4388,city
4496,city
4502,stadium
4553,stadium
4571,stadium
4585,stadium
4602,city
4620,stadium
4627,city
4635,stadium
4643,city
4664,stadium
4782,city
4788,stadium
4795,stadium
4806,stadium
4830,city
4831,stadium
4841,stadium
4857,stadium
4906,city
4918,birthyear
4934,city
4962,birthplace
4992,city
5054,birthyear
5083,birthyear
5369,birthyear
5474,birthyear
5688,birthplace
5769,birthplace
5889,birthplace
6235,birthplace
6253,birthplace
6378,birthplace
7183,team
7234,birthyear
7239,team
7241,team
7243,team
7284,team
7298,team
7313,team
7390,team
7469,team
7480,team
7484,team
7538,team
7594,team
7631,team
7697,team
7722,team
7762,team
7790,team
7793,team
7802,team
7817,team
7851,season
7854,season
7905,season
7912,season
7952,season
7984,season
8001,team
8006,team
8023,team
8037,team
8047,season
8056,season
8066,season
8098,season
8137,season
8152,season
8215,birthyear
8223,season
8238,season
8240,season
8253,season
8267,season
8320,season
8377,season
8414,season
8457,season
8474,season
8512,season
8623,season
8712,season
8724,birthyear
8743,birthyear
9103,birthyear
9347,birthyear
10507,birthyear
10574,birthyear
10650,birthyear
10765,birthyear
10888,birthyear
11013,birthyear
12169,birthyear
13669,season
13733,season
13763,season
14275,season
15022,season
15327,season
15397,season
15475,season
15508,season
17886,season
18217,season
18369,season
18524,season
18809,season
18898,season
18983,season
19093,season
19888,birthplace
20158,season
20327,season
20365,birthplace
20372,season
20469,birthplace
20603,birthplace
20676,birthplace
21046,manager
21055,manager
21086,manager
21099,manager
21153,manager
21189,manager
21201,manager
21253,manager
21267,manager
21281,manager
21292,manager
21294,manager
21305,manager
21355,manager
21369,manager
21413,manager
21457,manager
21462,manager
21467,season
21469,manager
21479,manager
21481,manager
21482,manager
21505,manager
21525,manager
21596,manager
21657,team
21659,team
21684,team
21699,position
21705,position
21786,team
21877,team
21910,team
21943,team
21948,position
22002,season
22018,team
22070,team
22144,birthplace
22163,team
22171,team
22189,team
22259,team
22355,team
22356,team
22363,season
22398,season
22474,season
22476,birthplace
22483,season
22519,season
22587,season
22599,position
22610,season
22624,birthplace
22637,season
22640,season
22666,season
22686,season
22701,position
22702,season
22761,season
22795,team
22836,team
22842,position
22888,season
22917,season
22961,team
22964,season
22966,season
22974,season
22982,season
22985,season
22993,season
22997,season
23014,season
23040,team
23054,team
23064,season
23070,team
23077,season
23078,season
23079,season
23125,team
23130,season
23143,team
23146,team
23171,position
23213,team
23375,birthplace
23387,birthplace
23391,position
23407,position
23424,position
23446,position
23556,position
23694,birthplace
23827,position
23975,position
24392,birthplace
24440,birthplace
24446,position
24463,position
24657,position
24676,position
24888,position
24961,position
