_tid_,attribute
33,season
79,season
119,team
123,team
139,birthyear
139,manager
168,manager
180,birthyear
187,manager
200,city
208,team
221,position
233,manager
235,team
236,birthyear
250,manager
253,birthyear
253,manager
257,team
260,season
262,position
268,season
270,season
278,season
308,birthyear
309,manager
323,season
328,season
335,manager
345,season
369,birthyear
380,city
410,birthyear
411,birthyear
415,season
421,birthyear
431,season
438,season
444,manager
445,stadium
445,manager
448,birthyear
463,stadium
463,manager
467,team
475,manager
492,team
501,team
502,season
506,manager
514,manager
514,stadium
525,birthyear
529,city
535,birthyear
542,stadium
542,manager
555,season
566,season
575,city
576,season
594,birthyear
595,season
598,birthyear
603,season
605,position
607,birthyear
614,season
618,manager
622,stadium
622,manager
626,position
629,birthyear
634,manager
635,city
656,city
666,season
668,manager
687,team
688,season
690,position
712,birthplace
714,stadium
714,manager
719,season
721,stadium
721,manager
724,season
732,season
747,birthplace
748,city
750,season
752,city
755,manager
755,stadium
756,season
757,season
760,birthyear
776,city
785,team
786,birthyear
793,birthyear
801,season
805,birthyear
830,season
833,manager
836,stadium
836,manager
837,season
840,position
857,stadium
857,manager
869,stadium
869,manager
873,season
878,season
887,manager
887,stadium
889,position
897,stadium
897,manager
898,manager
902,season
905,season
909,city
912,city
929,season
933,birthyear
934,manager
936,team
939,city
961,season
965,birthyear
968,city
974,team
980,birthyear
983,season
992,team
998,stadium
998,manager
1005,season
1007,team
1013,season
1021,manager
1033,city
1035,team
1036,season
1047,season
1059,season
1064,stadium
1064,manager
1068,season
1070,team
1072,stadium
1072,manager
1078,season
1093,season
1095,birthplace
1100,position
1119,season
1134,season
1142,season
1148,season
1150,position
1151,birthyear
1155,team
1156,team
1166,manager
1169,birthyear
1171,season
1176,position
1184,birthyear
1184,stadium
1184,manager
1197,city
1201,city
1203,team
1220,position
1229,position
1233,birthyear
1237,city
1239,position
1241,team
1253,team
1255,season
1263,birthyear
1265,birthplace
1276,season
1282,season
1285,stadium
1285,manager
1293,birthplace
1305,stadium
1305,manager
1306,birthyear
1307,manager
1310,manager
1319,manager
1326,stadium
1326,manager
1327,team
1331,season
1332,season
1343,birthyear
1355,season
1362,birthyear
1366,team
1367,team
1379,team
1386,season
1390,manager
1391,birthyear
1393,manager
1394,city
1396,season
1400,stadium
1400,manager
1402,city
1410,season
1419,manager
1423,season
1424,birthyear
1426,season
1428,team
1433,manager
1444,season
1446,season
1453,manager
1466,manager
1470,birthyear
1474,season
1475,stadium
1475,manager
1487,city
1488,manager
1489,birthyear
1501,season
1503,season
1506,city
1510,city
1526,manager
1541,position
1542,season
1545,season
1551,birthplace
1555,manager
1568,manager
1580,season
1581,season
1584,birthyear
1590,birthyear
1595,season
1599,season
1603,team
1611,city
1623,birthyear
1627,birthyear
1631,position
1633,season
1640,birthyear
1641,city
1645,birthyear
1670,team
1681,season
1697,season
1699,season
1704,position
1707,team
1709,season
1710,birthyear
1713,birthyear
1733,season
1736,season
1739,position
1741,season
1742,stadium
1742,manager
1743,team
1744,position
1744,manager
1746,birthyear
1750,season
1764,birthyear
1775,birthyear
1792,position
1796,season
1799,manager
1799,stadium
1806,season
1807,season
1816,team
1817,stadium
1817,manager
1823,stadium
1823,manager
1826,team
1829,stadium
1829,manager
1831,manager
1831,stadium
1836,season
1841,season
1845,position
1857,stadium
1857,manager
1872,position
1872,manager
1873,season
1883,season
1894,birthyear
1895,position
1896,birthyear
1897,manager
1899,season
1909,position
1911,birthplace
