_tid_,attribute
33,season
36,season
79,season
102,season
119,team
123,team
129,season
139,birthyear
180,birthyear
208,team
214,season
221,position
235,team
236,birthyear
242,season
249,season
253,birthyear
257,team
260,season
262,position
270,season
278,season
291,season
300,season
308,birthyear
323,season
369,birthyear
378,season
380,city
410,birthyear
411,birthyear
421,birthyear
424,season
431,season
438,season
442,season
467,team
492,team
501,team
525,birthyear
529,city
535,birthplace
555,season
575,city
594,birthyear
595,season
598,birthyear
599,season
605,position
607,birthplace
614,season
626,position
629,birthyear
635,city
656,city
666,season
687,team
688,season
690,position
712,position
731,season
732,season
747,birthplace
748,city
752,city
756,season
757,season
760,birthyear
766,season
776,city
785,team
786,birthyear
793,birthyear
794,season
805,birthyear
830,season
838,season
840,position
873,season
878,season
889,position
909,city
912,city
924,season
929,season
933,birthplace
934,team
936,team
939,city
965,birthyear
968,city
974,team
980,birthyear
983,season
992,team
1005,season
1007,team
1021,team
1033,city
1035,team
1057,season
1059,season
1061,season
1068,season
1070,team
1089,season
1093,season
1095,birthplace
1100,position
1118,season
1128,season
1134,season
1150,position
1151,birthyear
1155,team
1156,team
1166,team
1169,birthplace
1171,season
1176,position
1184,birthyear
1197,city
1201,city
1203,team
1206,season
1220,position
1229,position
1233,birthplace
1237,city
1239,season
1241,team
1245,season
1253,team
1255,season
1263,birthplace
1265,birthplace
1276,season
1282,season
1293,birthplace
1306,birthyear
1307,team
1310,team
1319,team
1327,team
1331,season
1343,birthyear
1355,season
1362,birthyear
1366,team
1367,team
1372,season
1379,team
1386,season
1390,team
1391,birthyear
1393,team
1394,city
1396,season
1402,city
1414,season
1419,team
1421,season
1424,birthyear
1426,season
1428,team
1433,team
1444,season
1446,season
1453,team
1466,team
1470,birthyear
1487,city
1488,team
1489,birthyear
1501,season
1503,season
1506,city
1510,city
1526,team
1539,season
1541,position
1542,season
1544,season
1545,season
1548,season
1551,birthplace
1555,team
1568,team
1580,season
1581,season
1584,birthyear
1590,birthyear
1595,season
1599,season
1603,team
1611,city
1623,birthyear
1627,birthyear
1631,position
1640,birthyear
1641,city
1645,birthyear
1670,team
1699,season
1704,season
1707,team
1709,season
1710,birthyear
1713,birthyear
1733,season
1739,position
1741,season
1743,team
1744,birthyear
1744,team
1746,birthyear
1760,season
1764,birthyear
1775,birthplace
1792,season
1797,season
1816,team
1826,team
1836,season
1845,season
1872,birthyear
1872,team
1883,season
1894,birthyear
1895,season
1896,birthyear
1897,team
1899,season
1909,position
1910,season
1911,birthplace
1917,team
1936,city
1961,team
1965,birthyear
1968,birthyear
1973,birthyear
1974,birthplace
1999,season
2009,season
2016,season
2020,birthplace
2030,team
2035,team
2036,team
2039,birthyear
2057,position
2065,birthyear
2069,season
2072,season
2075,season
2087,season
2103,season
2109,birthyear
2142,team
2152,season
2163,season
2203,team
2212,team
2232,city
2233,position
2238,team
2254,season
2270,team
2278,city
2280,team
2291,team
2298,position
2302,position
2314,season
2315,season
2318,team
2343,team
2351,birthplace
2363,team
2366,team
2369,team
2373,season
2389,team
2392,birthyear
2398,team
2416,city
2450,city
2453,birthyear
2468,birthyear
2474,position
2478,season
2482,team
2488,team
2495,team
2507,birthplace
2514,season
2518,birthyear
2519,city
2522,birthplace
2532,season
2547,season
2557,team
2561,birthplace
2569,season
2573,team
2585,position
2603,position
2621,birthyear
2629,position
2637,season
2640,team
2663,city
2669,position
2699,season
2719,season
2726,season
2735,birthyear
2747,season
2755,season
2764,birthplace
2767,season
2771,season
2772,team
2795,season
2807,team
2814,team
2821,city
2823,season
2827,birthplace
2844,birthyear
2844,team
2848,season
2857,team
2858,team
2863,season
2885,season
2891,season
2897,birthplace
2908,position
2912,team
2913,team
2917,city
2922,city
2923,team
2927,season
2933,season
2934,season
2939,season
2954,season
2963,team
2966,team
2969,team
2975,birthplace
2976,team
2983,season
2989,team
3005,season
3008,birthplace
3012,position
3023,season
3026,team
3029,position
3041,team
3042,team
3050,birthplace
3057,season
3058,city
3064,position
3069,position
3084,team
3097,team
3132,team
3135,birthplace
3136,birthplace
3137,season
3140,position
3143,team
3143,birthyear
3154,birthplace
3164,team
3168,team
3175,birthyear
3177,team
3185,team
