train_batch;infer_batch;tid;pred;truth;probs
1;4;190;2;7;[[0.10047967731952667, 0.09112769365310669, 0.13461090624332428, 0.09429562836885452, 0.13444919884204865, 0.09801287204027176, 0.13071930408477783, 0.08577676862478256, 0.13052794337272644, 0.0, 0.0, 0.0, 0.0]]
1;30;774;3;-1;[[0.14816422760486603, 0.15740087628364563, 0.16050274670124054, 0.19160209596157074, 0.15345144271850586, 0.18887858092784882, 0.0, 0.0, 0.0, 0.0, 0.0]]
1;42;97;9;1;[[0.07942546159029007, 0.07342389971017838, 0.06861529499292374, 0.07744894921779633, 0.07386110723018646, 0.08308112621307373, 0.07484238594770432, 0.07507045567035675, 0.08276114612817764, 0.08335601538419724, 0.0802711546421051, 0.07411589473485947, 0.0737270787358284, 0.0]]
1;61;694;13;3;[[0.052893418818712234, 0.056350309401750565, 0.05683097988367081, 0.052052516490221024, 0.05468688905239105, 0.04976411163806915, 0.053736791014671326, 0.058753930032253265, 0.053649842739105225, 0.05361821874976158, 0.05376812070608139, 0.05858086794614792, 0.058449309319257736, 0.05892917886376381, 0.05677498131990433, 0.053859103471040726, 0.05846959352493286, 0.05883192643523216, 0.0, 0.0]]
1;67;676;3;1;[[0.19979840517044067, 0.20554818212985992, 0.19630585610866547, 0.20718015730381012, 0.19116733968257904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
1;82;264;4;6;[[0.11811947822570801, 0.12686222791671753, 0.12756980955600739, 0.12468589097261429, 0.13477620482444763, 0.12570451200008392, 0.12063127756118774, 0.12165067344903946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
1;100;930;2;0;[[0.12855352461338043, 0.1715613156557083, 0.17168788611888885, 0.1336233913898468, 0.13397932052612305, 0.12635192275047302, 0.13424263894557953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
1;4;190;2;7;[[0.10047967731952667, 0.09112769365310669, 0.13461090624332428, 0.09429562836885452, 0.13444919884204865, 0.09801287204027176, 0.13071930408477783, 0.08577676862478256, 0.13052794337272644, 0.0, 0.0, 0.0, 0.0]]
1;30;774;3;-1;[[0.14816422760486603, 0.15740087628364563, 0.16050274670124054, 0.19160209596157074, 0.15345144271850586, 0.18887858092784882, 0.0, 0.0, 0.0, 0.0, 0.0]]
1;42;97;9;1;[[0.07942546159029007, 0.07342389971017838, 0.06861529499292374, 0.07744894921779633, 0.07386110723018646, 0.08308112621307373, 0.07484238594770432, 0.07507045567035675, 0.08276114612817764, 0.08335601538419724, 0.0802711546421051, 0.07411589473485947, 0.0737270787358284, 0.0]]
1;61;694;13;3;[[0.052893418818712234, 0.056350309401750565, 0.05683097988367081, 0.052052516490221024, 0.05468688905239105, 0.04976411163806915, 0.053736791014671326, 0.058753930032253265, 0.053649842739105225, 0.05361821874976158, 0.05376812070608139, 0.05858086794614792, 0.058449309319257736, 0.05892917886376381, 0.05677498131990433, 0.053859103471040726, 0.05846959352493286, 0.05883192643523216, 0.0, 0.0]]
1;67;676;3;1;[[0.19979840517044067, 0.20554818212985992, 0.19630585610866547, 0.20718015730381012, 0.19116733968257904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
