_tid_,attribute
605,income
609,income
615,income
616,income
619,income
621,income
624,income
628,income
636,income
650,income
656,income
657,income
659,income
669,income
680,income
691,income
705,income
707,income
713,income
718,income
723,income
733,income
734,income
735,income
737,income
740,income
743,income
744,income
745,income
746,income
755,income
766,income
774,income
778,income
792,income
796,income
804,income
828,income
840,income
842,income
844,income
846,income
855,income
859,income
871,income
875,income
880,income
893,income
895,income
896,income
904,income
919,income
934,income
935,income
945,income
946,income
947,income
961,income
969,income
975,income
976,income
990,income
993,income
995,income
999,income
1011,income
1013,income
1014,income
1022,income
1025,income
1028,income
1036,income
1038,income
1040,income
1048,income
1054,income
1075,income
1076,income
1079,income
1101,income
1103,income
1114,income
1134,income
1148,income
1153,income
1170,income
1172,income
1207,income
1209,income
1211,income
1230,income
1233,income
1236,income
1243,income
1247,income
1253,income
1260,income
1267,income
1280,income
1290,income
1304,income
1305,income
1330,income
1350,income
1351,income
1357,income
1360,income
1386,income
1390,income
1391,income
1405,income
1407,income
1424,income
1442,income
1451,income
1456,income
1459,income
1470,income
1472,income
1476,income
1483,income
1486,income
1491,income
1504,income
1505,income
1512,sex
1564,income
1566,income
1567,income
1571,income
1577,income
1582,income
1592,income
1593,income
1595,income
1600,income
1607,income
1612,income
1614,income
1615,income
1620,income
1621,income
1633,income
1641,income
1643,income
1652,income
1665,income
1670,income
1674,income
1675,income
1676,income
1692,income
1694,income
1703,income
1705,income
1708,income
1714,income
1721,income
1722,income
1725,income
1726,income
1728,income
1735,income
1744,income
1747,income
1766,income
1783,income
1788,income
1789,income
1797,income
1800,income
1802,income
1804,income
1811,income
1819,income
1821,income
1834,income
1835,income
1839,income
1843,income
1844,income
1851,income
1863,income
1877,income
1878,income
1884,income
1889,income
1892,income
1923,income
1930,income
1931,income
1934,income
1935,income
1953,income
1974,income
1975,relationship
1986,income
1995,income
2008,income
2009,income
2011,income
2021,income
2026,income
2032,income
2036,income
2045,income
2049,income
2051,income
2052,income
2059,income
2063,income
