infer_mode;features;train_using_all_batches;skip_training_starting_batch;batch;featurizer;attribute;feature;weight
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;ProviderNumber;-0.223
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;HospitalName;0.67
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Address1;0.35
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;City;0.598
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;State;-0.451
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;ZipCode;0.202
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;CountyName;0.468
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;PhoneNumber;-0.374
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;HospitalType;0.39
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;HospitalOwner;-0.303
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;EmergencyService;-0.465
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Condition;-0.345
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;MeasureCode;-0.003
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;MeasureName;-0.165
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Score;0.45
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Sample;0.168
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Stateavg;0.35
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;ProviderNumber;0.301
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;HospitalName;0.254
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Address1;0.682
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;City;-0.241
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;State;-0.353
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;ZipCode;0.04
