infer_mode;features;train_using_all_batches;skip_training_starting_batch;batch;featurizer;attribute;feature;weight
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;ProviderNumber;0.304
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;HospitalName;0.257
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Address1;0.685
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;City;-0.238
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;State;-0.365
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;ZipCode;0.043
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;CountyName;0.672
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;PhoneNumber;0.272
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;HospitalType;0.382
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;HospitalOwner;-0.008
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;EmergencyService;-0.117
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Condition;-0.143
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;MeasureCode;0.151
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;MeasureName;-0.03
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Score;0.231
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Sample;0.53
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureCode;Stateavg;0.464
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;ProviderNumber;-0.036
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;HospitalName;0.301
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Address1;0.326
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;City;-0.333
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;State;0.492
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;ZipCode;-0.052
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;CountyName;0.184
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;PhoneNumber;0.234
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;HospitalType;0.452
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;HospitalOwner;0.49
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;EmergencyService;0.354
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Condition;-0.101
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;MeasureCode;-0.149
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;MeasureName;0.266
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Score;-0.076
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Sample;-0.277
dk;incremental;True;-1;1;OccurAttrFeaturizer;MeasureName;Stateavg;0.459
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;ProviderNumber;-0.213
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalName;0.68
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Address1;0.36
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;City;0.608
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;State;-0.455
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;ZipCode;0.212
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;CountyName;0.478
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;PhoneNumber;-0.364
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalType;0.385
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;HospitalOwner;-0.303
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;EmergencyService;-0.467
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Condition;-0.343
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;MeasureCode;0.042
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;MeasureName;-0.158
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Score;0.474
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Sample;-0.0
dk;incremental;True;-1;1;OccurAttrFeaturizer;Sample;Stateavg;0.344
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;ProviderNumber;-0.057
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalName;-0.366
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Address1;0.486
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;City;-0.045
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;State;-0.276
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;ZipCode;0.265
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;CountyName;0.148
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;PhoneNumber;-0.28
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalType;0.416
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;HospitalOwner;-0.237
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;EmergencyService;-0.378
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Condition;-0.255
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;MeasureCode;0.16
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;MeasureName;0.258
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Score;-0.246
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Sample;0.356
dk;incremental;True;-1;1;OccurAttrFeaturizer;Score;Stateavg;-0.055
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;ProviderNumber;0.485
dk;incremental;True;-1;2;OccurAttrFeaturizer;MeasureCode;HospitalName;0.44
